# WLTP single-cell simulation export
# WLTP source: data/wltp/wltp_class3_cycle.csv
# Ambient temperature [C]: 25
# Cells:
#   - NMC811 (NMC811, model: ohmic, capacity: 5 Ah)
#   - LFP (LFP, model: rc, capacity: 4.8 Ah)
#   - NCA (NCA, model: thermal, capacity: 4.5 Ah)
time_s	drive.accel_mps2	drive.distance_m	drive.phase_id	drive.speed_kph	LFP.current_a	LFP.heat_w	LFP.ocv_v	LFP.power_kw	LFP.rc_surface_voltage_v	LFP.soc	LFP.temperature_c	LFP.voltage_v	NCA.current_a	NCA.heat_rejection_w	NCA.heat_w	NCA.ocv_v	NCA.power_kw	NCA.soc	NCA.temperature_c	NCA.voltage_v	NMC811.current_a	NMC811.heat_w	NMC811.ocv_v	NMC811.power_kw	NMC811.soc	NMC811.temperature_c	NMC811.voltage_v
505	0.246914	0	1	26	7.69753	0.88878	3.56612	0.0265265	0.0300829	0.832208	25	3.4461	8.6821	0.480507	0.829167	3.93731	0.033355	0.796904	25.5766	3.84181	6.71296	0.540766	4.07625	0.0268229	0.860626	25	3.99569
506	0.246914	0	1	26.8889	7.84568	0.92332	3.56577	0.0270167	0.0307358	0.831754	25	3.44351	8.84259	0.487903	0.860106	3.93675	0.033951	0.796358	25.5855	3.83948	6.84877	0.562867	4.07578	0.0273512	0.860245	25	3.9936
507	0.246914	0	1	27.7778	7.99383	0.958519	3.5654	0.0275061	0.0313903	0.831291	25	3.44091	9.00309	0.495769	0.891611	3.93618	0.0345461	0.795803	25.5949	3.83714	6.98457	0.58541	4.07531	0.0278788	0.859857	25	3.99149
508	0.246914	0	1	28.6667	8.14198	0.994376	3.56503	0.0279946	0.0320464	0.83082	25	3.43831	9.16358	0.504106	0.923683	3.93559	0.0351404	0.795237	25.6049	3.83479	7.12037	0.608396	4.07482	0.0284058	0.859462	25	3.98938
509	0.246914	0	1	29.5556	8.29012	1.03089	3.56466	0.0284824	0.0327038	0.830341	25	3.4357	9.32407	0.512917	0.956322	3.935	0.0357339	0.794661	25.6155	3.83243	7.25617	0.631825	4.07433	0.0289322	0.859059	25	3.98725
510	0.246914	0	1	30.4444	8.43827	1.06807	3.56427	0.0289693	0.0333623	0.829852	25	3.43309	9.48457	0.522203	0.989527	3.93439	0.0363265	0.794076	25.6266	3.83006	7.39198	0.655696	4.07382	0.0294579	0.858648	25	3.98512
511	0.246914	0	1	31.3333	8.58642	1.1059	3.56388	0.0294554	0.0340219	0.829355	25	3.43047	9.64506	0.531967	1.0233	3.93378	0.0369182	0.793481	25.6384	3.82768	7.52778	0.680009	4.07331	0.029983	0.85823	25	3.98298
512	0.246914	0	1	32.2222	8.73457	1.14439	3.56348	0.0299407	0.0346824	0.82885	25	3.42784	9.80556	0.542209	1.05764	3.93315	0.0375091	0.792875	25.6507	3.82529	7.66358	0.704766	4.07279	0.0305074	0.857804	25	3.98082
513	0.246914	0	1	33.1111	8.88272	1.18354	3.56308	0.0304252	0.0353436	0.828336	25	3.42521	9.96605	0.552932	1.09254	3.93252	0.0380991	0.79226	25.6635	3.82289	7.79938	0.729964	4.07225	0.0310311	0.857371	25	3.97866
514	0.246914	0	1	34	9.03086	1.22335	3.56267	0.0309088	0.0360055	0.827813	25	3.42257	10.1265	0.564137	1.12802	3.93187	0.0386883	0.791635	25.677	3.82048	7.93519	0.755606	4.07171	0.0315542	0.85693	25	3.97649
515	0.246914	0	1	34.8889	9.17901	1.26381	3.56225	0.0313916	0.036668	0.827282	25	3.41993	10.287	0.575826	1.16405	3.93122	0.0392765	0.791	25.691	3.81806	8.07099	0.78169	4.07116	0.0320766	0.856481	25	3.97431
516	0.246914	0	1	35.7778	9.32716	1.30494	3.56183	0.0318735	0.037331	0.826742	25	3.41728	10.4475	0.588	1.20066	3.93055	0.0398639	0.790355	25.7056	3.81563	8.20679	0.808217	4.0706	0.0325984	0.856025	25	3.97212
517	0.246914	0	1	36.6667	9.47531	1.34672	3.56139	0.0323546	0.0379945	0.826194	25	3.41462	10.608	0.600661	1.23783	3.92987	0.0404504	0.7897	25.7208	3.81318	8.34259	0.835186	4.07003	0.0331194	0.855562	25	3.96992
518	0.246914	0	1	37.5556	9.62346	1.38916	3.56096	0.0328348	0.0386584	0.825637	25	3.41196	10.7685	0.613811	1.27557	3.92919	0.0410359	0.789035	25.7366	3.81073	8.4784	0.862598	4.06945	0.0336398	0.855091	25	3.96771
519	0.246914	0	1	38.4444	9.7716	1.43226	3.56051	0.0333142	0.0393226	0.825071	25	3.40929	10.929	0.627451	1.31388	3.92849	0.0416206	0.788361	25.7529	3.80827	8.6142	0.890453	4.06886	0.0341595	0.854612	25	3.96549
520	0.246914	0	1	39.3333	9.91975	1.47602	3.56006	0.0337927	0.0399872	0.824497	25	3.40661	11.0895	0.641583	1.35275	3.92778	0.0422044	0.787676	25.7699	3.80579	8.75	0.91875	4.06827	0.0346786	0.854126	25	3.96327
521	0.246914	0	1	40.2222	10.0679	1.52044	3.5596	0.0342704	0.040652	0.823915	25	3.40393	11.25	0.656208	1.39219	3.92706	0.0427872	0.786982	25.7874	3.80331	8.8858	0.94749	4.06766	0.0351969	0.853633	25	3.96103
522	0.246914	0	1	41.1111	10.216	1.56551	3.55913	0.0347472	0.041317	0.823324	25	3.40124	11.4105	0.671327	1.43219	3.92633	0.0433692	0.786278	25.8056	3.80082	9.0216	0.976672	4.06704	0.0357146	0.853131	25	3.95878
523	0.246914	0	1	42	10.3642	1.61125	3.55866	0.0352231	0.0419822	0.822724	25	3.39854	11.571	0.686943	1.47277	3.92559	0.0439502	0.785563	25.8243	3.79831	9.15741	1.0063	4.06641	0.0362315	0.852623	25	3.95653
524	0	0	1	42	9.5	1.35375	3.55818	0.0324426	0.0420782	0.822174	25	3.41501	10.5833	0.697564	1.23208	3.92484	0.0403058	0.78491	25.8371	3.80842	8.41667	0.850083	4.06578	0.0333702	0.852155	25	3.96478
525	0	0	1	42	9.5	1.35375	3.55774	0.0324392	0.0421622	0.821624	25	3.41465	10.5833	0.707978	1.23208	3.92416	0.0402986	0.784257	25.8496	3.80774	8.41667	0.850083	4.06519	0.0333653	0.851688	25	3.96419
526	0	0	1	42	9.5	1.35375	3.5573	0.0324357	0.0422357	0.821074	25	3.41429	10.5833	0.71819	1.23208	3.92347	0.0402913	0.783603	25.8618	3.80705	8.41667	0.850083	4.06461	0.0333604	0.85122	25	3.96361
527	0	0	1	42	9.5	1.35375	3.55686	0.0324321	0.0422999	0.820525	25	3.41391	10.5833	0.728203	1.23208	3.92278	0.040284	0.78295	25.8738	3.80637	8.41667	0.850083	4.06402	0.0333555	0.850752	25	3.96302
528	0	0	1	42	9.5	1.35375	3.55642	0.0324285	0.0423562	0.819975	25	3.41353	10.5833	0.73802	1.23208	3.9221	0.0402768	0.782297	25.8856	3.80568	8.41667	0.850083	4.06344	0.0333505	0.850285	25	3.96244
529	0	0	1	42	9.5	1.35375	3.55598	0.0324248	0.0424054	0.819425	25	3.41314	10.5833	0.747646	1.23208	3.92141	0.0402695	0.781644	25.8972	3.80499	8.41667	0.850083	4.06286	0.0333456	0.849817	25	3.96186
530	0	0	1	42	9.5	1.35375	3.55554	0.032421	0.0424485	0.818875	25	3.41274	10.5833	0.757085	1.23208	3.92073	0.0402623	0.78099	25.9085	3.80431	8.41667	0.850083	4.06227	0.0333407	0.84935	25	3.96127
531	0	0	1	42	9.5	1.35375	3.5551	0.0324172	0.0424862	0.818326	25	3.41234	10.5833	0.76634	1.23208	3.92004	0.040255	0.780337	25.9196	3.80362	8.41667	0.850083	4.06169	0.0333358	0.848882	25	3.96069
532	0	0	1	42	9.5	1.35375	3.55466	0.0324133	0.0425192	0.817776	25	3.41193	10.5833	0.775414	1.23208	3.91935	0.0402478	0.779684	25.9305	3.80294	8.41667	0.850083	4.0611	0.0333309	0.848414	25	3.9601
533	0	0	1	42	9.5	1.35375	3.55422	0.0324094	0.042548	0.817226	25	3.41152	10.5833	0.784312	1.23208	3.91867	0.0402405	0.77903	25.9412	3.80225	8.41667	0.850083	4.06052	0.0333259	0.847947	25	3.95952
534	0	0	1	42	9.5	1.35375	3.55378	0.0324055	0.0425733	0.816676	25	3.4111	10.5833	0.793036	1.23208	3.91798	0.0402332	0.778377	25.9516	3.80157	8.41667	0.850083	4.05993	0.033321	0.847479	25	3.95893
535	-0.595238	0	1	39.8571	7.05952	0.747553	3.55334	0.0244041	0.0412226	0.816268	25	3.4569	7.81548	0.790676	0.671898	3.9173	0.0299436	0.777895	25.9488	3.83133	6.30357	0.47682	4.05935	0.0251116	0.847129	25	3.98371
536	-0.595238	0	1	37.7143	6.70238	0.673829	3.55301	0.0232047	0.0398399	0.81588	25	3.46216	7.42857	0.787097	0.60702	3.91679	0.0284891	0.777436	25.9445	3.83508	5.97619	0.428578	4.05891	0.0238282	0.846797	25	3.9872
537	-0.595238	0	1	35.5714	6.34524	0.603931	3.5527	0.0220015	0.0384291	0.815513	25	3.4674	7.04167	0.782389	0.545436	3.91631	0.0270319	0.777001	25.9389	3.83885	5.64881	0.382909	4.0585	0.0225428	0.846483	25	3.99071
538	-0.595238	0	1	33.4286	5.9881	0.537859	3.55241	0.0207945	0.0369937	0.815166	25	3.47264	6.65476	0.776636	0.487144	3.91585	0.0255719	0.776591	25.932	3.84265	5.32143	0.339811	4.0581	0.0212551	0.846188	25	3.99425
539	-0.595238	0	1	31.2857	5.63095	0.475614	3.55213	0.0195837	0.0355369	0.81484	25	3.47787	6.26786	0.769924	0.432146	3.91542	0.0241091	0.776204	25.9239	3.84647	4.99405	0.299286	4.05773	0.0199652	0.84591	25	3.99781
540	-0.595238	0	1	29.1429	5.27381	0.417196	3.55187	0.0183692	0.0340613	0.814535	25	3.48309	5.88095	0.762336	0.380442	3.91501	0.0226436	0.775841	25.9148	3.85032	4.66667	0.261333	4.05739	0.0186731	0.845651	25	4.00139
541	-0.595238	0	1	27	4.91667	0.362604	3.55163	0.0171509	0.0325693	0.814251	25	3.48832	5.49405	0.753951	0.33203	3.91463	0.0211751	0.775502	25.9047	3.8542	4.33929	0.225953	4.05706	0.0173788	0.84541	25	4.00499
542	-0.595238	0	1	24.8571	4.55952	0.311839	3.5514	0.0159289	0.0310629	0.813987	25	3.49355	5.10714	0.744852	0.286912	3.91428	0.0197039	0.775186	25.8938	3.8581	4.0119	0.193145	4.05676	0.0160822	0.845187	25	4.00862
543	-0.595238	0	1	22.7143	4.20238	0.2649	3.55119	0.0147032	0.0295438	0.813744	25	3.49879	4.72024	0.735114	0.245087	3.91395	0.0182297	0.774895	25.8821	3.86202	3.68452	0.162909	4.05648	0.0147833	0.844982	25	4.01227
544	-0.595238	0	1	20.5714	3.84524	0.221788	3.55099	0.0134738	0.0280138	0.813521	25	3.50403	4.33333	0.724816	0.206556	3.91364	0.0167525	0.774627	25.8698	3.86597	3.35714	0.135245	4.05623	0.0134821	0.844796	25	4.01594
545	-0.595238	0	1	18.4286	3.4881	0.182502	3.55082	0.0122407	0.0264741	0.813319	25	3.50927	3.94643	0.714031	0.171317	3.91336	0.0152725	0.774384	25.8568	3.86995	3.02976	0.110153	4.05599	0.0121785	0.844627	25	4.01964
546	-0.595238	0	1	16.2857	3.13095	0.147043	3.55066	0.0110038	0.024926	0.813138	25	3.51453	3.55952	0.702835	0.139372	3.9131	0.0137894	0.774164	25.8434	3.87395	2.70238	0.0876344	4.05578	0.0108726	0.844477	25	4.02336
547	-0.595238	0	1	14.1429	2.77381	0.11541	3.55051	0.00976323	0.0233705	0.812977	25	3.51979	3.17262	0.691298	0.110721	3.91287	0.0123033	0.773968	25.8296	3.87797	2.375	0.0676875	4.0556	0.00956435	0.844345	25	4.0271
548	-0.595238	0	1	12	2.41667	0.0876042	3.55038	0.00851891	0.0218086	0.812838	25	3.52507	2.78571	0.679492	0.0853622	3.91267	0.0108142	0.773796	25.8154	3.88202	2.04762	0.0503129	4.05543	0.00825367	0.844231	25	4.03086
549	0	0	1	12	4.5	0.30375	3.55027	0.0156786	0.0216138	0.812577	25	3.48413	5.16667	0.671974	0.293639	3.91249	0.0199209	0.773477	25.8064	3.85565	3.83333	0.176333	4.05529	0.0153689	0.844019	25	4.00929
550	-0.30303	0	1	10.9091	3.25758	0.159177	3.55006	0.0114252	0.0207444	0.812389	25	3.50728	3.75758	0.661907	0.155313	3.91215	0.0145449	0.773245	25.7943	3.87082	2.75758	0.0912507	4.05502	0.0110908	0.843865	25	4.02193
551	-0.30303	0	1	9.81818	3.07576	0.141904	3.54991	0.0107953	0.0198815	0.812211	25	3.50982	3.56061	0.651728	0.139457	3.91191	0.0137893	0.773026	25.7821	3.87274	2.59091	0.0805537	4.05483	0.0104251	0.843721	25	4.02374
552	-0.30303	0	1	8.72727	2.89394	0.125623	3.54977	0.0101646	0.0190242	0.812043	25	3.51236	3.36364	0.641454	0.124455	3.91168	0.013033	0.772818	25.7697	3.87468	2.42424	0.0705234	4.05465	0.00975894	0.843587	25	4.02556
553	-0.30303	0	1	7.63636	2.71212	0.110334	3.54963	0.00953289	0.0181717	0.811886	25	3.51492	3.16667	0.631105	0.110306	3.91146	0.012276	0.772623	25.7573	3.87663	2.25758	0.0611598	4.05448	0.00909214	0.843461	25	4.02739
554	-0.30303	0	1	6.54545	2.5303	0.0960365	3.54951	0.00890032	0.0173235	0.81174	25	3.51749	2.9697	0.620699	0.0970101	3.91125	0.0115182	0.772439	25.7448	3.87859	2.09091	0.0524628	4.05433	0.00842477	0.843345	25	4.02924
555	-0.30303	0	1	5.45455	2.34848	0.0827307	3.54939	0.00826684	0.0164791	0.811604	25	3.52008	2.77273	0.610253	0.0845682	3.91106	0.0107597	0.772268	25.7323	3.88056	1.92424	0.0444325	4.05418	0.0077568	0.843238	25	4.03109
556	-0.30303	0	1	4.36364	2.16667	0.0704167	3.54928	0.00763245	0.015638	0.811479	25	3.52267	2.57576	0.599785	0.0729798	3.91088	0.0100005	0.772109	25.7197	3.88255	1.75758	0.0370689	4.05405	0.00708823	0.843141	25	4.03296
557	-0.30303	0	1	3.27273	1.98485	0.0590944	3.54918	0.00699714	0.0147997	0.811364	25	3.52528	2.37879	0.589311	0.0622449	3.91071	0.00924052	0.771962	25.7072	3.88455	1.59091	0.0303719	4.05393	0.00641906	0.843052	25	4.03483
558	-0.30303	0	1	2.18182	1.80303	0.0487638	3.54909	0.0063609	0.0139639	0.811259	25	3.5279	2.18182	0.578849	0.0523636	3.91056	0.00847977	0.771828	25.6946	3.88656	1.42424	0.0243416	4.05382	0.00574927	0.842973	25	4.03672
559	-0.30303	0	1	1.09091	1.62121	0.0394249	3.54901	0.00572373	0.0131304	0.811165	25	3.53052	1.98485	0.568415	0.0433359	3.91042	0.00771825	0.771705	25.6821	3.88859	1.25758	0.018978	4.05372	0.00507888	0.842903	25	4.03863
560	-0.30303	0	1	0	1.43939	0.0310778	3.54893	0.00508561	0.0122987	0.811082	25	3.53316	1.78788	0.558025	0.0351616	3.91029	0.00695596	0.771595	25.6696	3.89062	1.09091	0.014281	4.05363	0.00440786	0.842843	25	4.04054
561	0	0	1	0	2.5	0.09375	3.54887	0.00878071	0.0121677	0.810937	25	3.51228	3	0.549082	0.099	3.91017	0.0116315	0.771409	25.6589	3.87717	2	0.048	4.05355	0.00805911	0.842731	25	4.02955
562	0	0	1	0	2.5	0.09375	3.54875	0.00878013	0.0120529	0.810793	25	3.51205	3	0.540312	0.099	3.90998	0.0116309	0.771224	25.6484	3.87698	2	0.048	4.05341	0.00805883	0.84262	25	4.02941
563	0	0	1	0	2.5	0.09375	3.54863	0.00877959	0.0119526	0.810648	25	3.51184	3	0.531714	0.099	3.90979	0.0116304	0.771039	25.6381	3.87679	2	0.048	4.05328	0.00805855	0.842509	25	4.02928
564	0	0	1	0	2.5	0.09375	3.54852	0.00877908	0.0118648	0.810503	25	3.51163	3	0.523283	0.099	3.90959	0.0116298	0.770854	25.6279	3.87659	2	0.048	4.05314	0.00805827	0.842398	25	4.02914
565	0	0	1	0	2.5	0.09375	3.5484	0.0087786	0.0117879	0.810359	25	3.51144	3	0.515016	0.099	3.9094	0.0116292	0.770669	25.618	3.8764	2	0.048	4.053	0.008058	0.842287	25	4.029
566	0	0	1	0	2.5	0.09375	3.54829	0.00877814	0.0117207	0.810214	25	3.51126	3	0.50691	0.099	3.9092	0.0116286	0.770484	25.6083	3.8762	2	0.048	4.05286	0.00805772	0.842176	25	4.02886
567	0	0	1	0	2.5	0.09375	3.54817	0.00877771	0.0116618	0.810069	25	3.51108	3	0.498963	0.099	3.90901	0.011628	0.770298	25.5988	3.87601	2	0.048	4.05272	0.00805744	0.842065	25	4.02872
568	0	0	1	0	2.5	0.09375	3.54806	0.00877729	0.0116104	0.809925	25	3.51092	3	0.49117	0.099	3.90881	0.0116274	0.770113	25.5894	3.87581	2	0.048	4.05258	0.00805716	0.841954	25	4.02858
569	0	0	1	0	2.5	0.09375	3.54794	0.00877689	0.0115653	0.80978	25	3.51076	3	0.483529	0.099	3.90862	0.0116269	0.769928	25.5802	3.87562	2	0.048	4.05244	0.00805688	0.841843	25	4.02844
570	0	0	1	0	2.5	0.09375	3.54782	0.0087765	0.0115259	0.809635	25	3.5106	3	0.476036	0.099	3.90842	0.0116263	0.769743	25.5712	3.87542	2	0.048	4.0523	0.00805661	0.841731	25	4.0283
571	0	0	1	0	2.5	0.09375	3.54771	0.00877612	0.0114914	0.809491	25	3.51045	3	0.46869	0.099	3.90823	0.0116257	0.769558	25.5624	3.87523	2	0.048	4.05216	0.00805633	0.84162	25	4.02816
572	0	0	1	0	2.5	0.09375	3.54759	0.00877576	0.0114612	0.809346	25	3.5103	3	0.461487	0.099	3.90804	0.0116251	0.769372	25.5538	3.87504	2	0.048	4.05203	0.00805605	0.841509	25	4.02803
573	0	0	1	0	2.5	0.09375	3.54748	0.0087754	0.0114348	0.809201	25	3.51016	3	0.454424	0.099	3.90784	0.0116245	0.769187	25.5453	3.87484	2	0.048	4.05189	0.00805577	0.841398	25	4.02789
574	0.511696	0	1	1.84211	4.59795	0.317118	3.54736	0.0159562	0.0125918	0.808935	25	3.47029	5.37939	0.451772	0.318316	3.90765	0.0207024	0.768855	25.5421	3.84847	3.81652	0.17479	4.05175	0.0152888	0.841186	25	4.00595
575	0.511696	0	1	3.68421	4.90497	0.360881	3.54715	0.0169971	0.0137769	0.808651	25	3.46528	5.71199	0.449963	0.358895	3.9073	0.0219595	0.768503	25.54	3.84447	4.09795	0.201519	4.05148	0.0164013	0.840958	25	4.00231
576	0.511696	0	1	5.52632	5.21199	0.407472	3.54692	0.0180349	0.0149865	0.80835	25	3.46027	6.04459	0.449027	0.401908	3.90693	0.0232139	0.768129	25.5388	3.84044	4.37939	0.230148	4.0512	0.0175116	0.840715	25	3.99865
577	0.511696	0	1	7.36842	5.51901	0.456891	3.54668	0.0190697	0.0162177	0.80803	25	3.45528	6.37719	0.448994	0.447354	3.90654	0.0244654	0.767736	25.5388	3.83639	4.66082	0.260679	4.05089	0.0186198	0.840456	25	3.99496
578	0.511696	0	1	9.21053	5.82602	0.509138	3.54642	0.0201014	0.0174676	0.807693	25	3.45028	6.7098	0.449895	0.495235	3.90612	0.025714	0.767322	25.5399	3.83231	4.94225	0.29311	4.05057	0.0197258	0.840182	25	3.99126
579	0.511696	0	1	11.0526	6.13304	0.564213	3.54615	0.0211301	0.018734	0.807338	25	3.44529	7.0424	0.451759	0.545549	3.90569	0.0269599	0.766887	25.5421	3.82822	5.22368	0.327443	4.05023	0.0208297	0.839891	25	3.98754
580	0.511696	0	1	12.8947	6.44006	0.622115	3.54587	0.0221558	0.0200148	0.806966	25	3.4403	7.375	0.454614	0.598297	3.90523	0.0282028	0.766432	25.5455	3.82411	5.50512	0.363676	4.04986	0.0219313	0.839586	25	3.9838
581	0.511696	0	1	14.7368	6.74708	0.682846	3.54557	0.0231783	0.0213081	0.806575	25	3.43531	7.7076	0.458489	0.653478	3.90475	0.0294428	0.765956	25.5502	3.81997	5.78655	0.40181	4.04948	0.0230307	0.839264	25	3.98004
582	0.511696	0	1	16.5789	7.05409	0.746404	3.54526	0.0241978	0.0226126	0.806167	25	3.43032	8.0402	0.46341	0.711094	3.90425	0.0306799	0.76546	25.5561	3.81581	6.06798	0.441845	4.04908	0.0241279	0.838927	25	3.97626
583	0.511696	0	1	18.4211	7.36111	0.812789	3.54493	0.0252142	0.0239266	0.805741	25	3.42532	8.37281	0.469406	0.771143	3.90373	0.0319141	0.764943	25.5633	3.81163	6.34942	0.483781	4.04866	0.0252228	0.838574	25	3.97247
584	0.511696	0	1	20.2632	7.66813	0.882003	3.54459	0.0262274	0.0252491	0.805297	25	3.42031	8.70541	0.476503	0.833626	3.90319	0.0331452	0.764405	25.5718	3.80743	6.63085	0.527618	4.04822	0.0263155	0.838206	25	3.96865
585	0.511696	0	1	22.1053	7.97515	0.954044	3.54424	0.0272375	0.026579	0.804836	25	3.4153	9.03801	0.484726	0.898542	3.90263	0.0343734	0.763847	25.5817	3.80321	6.91228	0.573355	4.04776	0.0274059	0.837822	25	3.96481
586	0.511696	0	1	23.9474	8.28216	1.02891	3.54387	0.0282445	0.0279153	0.804356	25	3.41028	9.37061	0.494101	0.965892	3.90204	0.0355986	0.763269	25.5929	3.79896	7.19371	0.620994	4.04728	0.028494	0.837422	25	3.96095
587	0.511696	0	1	25.7895	8.58918	1.10661	3.54349	0.0292483	0.0292573	0.803859	25	3.40525	9.70322	0.504653	1.03568	3.90143	0.0368208	0.76267	25.6056	3.7947	7.47515	0.670534	4.04678	0.0295797	0.837007	25	3.95708
588	0.511696	0	1	27.6316	8.8962	1.18714	3.54309	0.030249	0.0306043	0.803345	25	3.40022	10.0358	0.516406	1.10789	3.9008	0.0380399	0.762051	25.6197	3.79041	7.75658	0.721974	4.04626	0.0306632	0.836576	25	3.95318
589	0.511696	0	1	29.4737	9.20322	1.27049	3.54268	0.0312465	0.0319555	0.802812	25	3.39517	10.3684	0.529386	1.18255	3.90015	0.0392559	0.761411	25.6353	3.7861	8.03801	0.775316	4.04572	0.0317442	0.836129	25	3.94926
590	-8.18713	0	2	0	0	0	3.54225	0	0.0279611	0.802812	25	3.57021	0	0.519071	0	3.89948	0	0.761411	25.6229	3.89948	0	0	4.04516	0	0.836129	25	4.04516
591	0.707071	0	2	2.54545	5.39899	0.437236	3.54225	0.0187047	0.0275029	0.8025	25	3.46447	6.28788	0.517431	0.434912	3.89948	0.0240846	0.761022	25.6209	3.83031	4.5101	0.244092	4.04516	0.018	0.835879	25	3.99104
592	0.707071	0	2	5.09091	5.82323	0.508651	3.542	0.0201239	0.0273406	0.802163	25	3.45579	6.74747	0.517107	0.500813	3.89907	0.0258081	0.760606	25.6205	3.82485	4.89899	0.288001	4.04485	0.0195277	0.835607	25	3.98606
593	0.707071	0	2	7.63636	6.24747	0.585464	3.54173	0.0215372	0.0274372	0.801801	25	3.44734	7.20707	0.518164	0.571361	3.89864	0.0275264	0.760161	25.6218	3.81936	5.28788	0.33554	4.04451	0.0210513	0.835313	25	3.98105
594	0.707071	0	2	10.1818	6.67172	0.667677	3.54144	0.0229447	0.0277604	0.801415	25	3.4391	7.66667	0.520666	0.646556	3.89817	0.0292394	0.759688	25.6248	3.81384	5.67677	0.386708	4.04414	0.0225709	0.834998	25	3.97602
595	0.707071	0	2	12.7273	7.09596	0.75529	3.54113	0.0243465	0.0282818	0.801004	25	3.43104	8.12626	0.524675	0.726398	3.89767	0.0309471	0.759186	25.6296	3.80828	6.06566	0.441506	4.04375	0.0240865	0.834661	25	3.97096
596	0.707071	0	2	15.2727	7.5202	0.848302	3.5408	0.0257427	0.0289767	0.800569	25	3.42314	8.58586	0.530251	0.810887	3.89715	0.0326495	0.758656	25.6363	3.8027	6.45455	0.499934	4.04333	0.0255979	0.834302	25	3.96587
597	0.707071	0	2	17.8182	7.94444	0.946713	3.54046	0.0271332	0.0298234	0.800109	25	3.41536	9.04545	0.537456	0.900023	3.89659	0.0343464	0.758098	25.6449	3.79709	6.84343	0.561991	4.04288	0.0271052	0.833922	25	3.96076
598	0.707071	0	2	20.3636	8.36869	1.05052	3.54009	0.028518	0.0308029	0.799625	25	3.4077	9.50505	0.546347	0.993806	3.896	0.0360379	0.757511	25.6556	3.79145	7.23232	0.627678	4.0424	0.0286083	0.83352	25	3.95561
599	0.707071	0	2	22.9091	8.79293	1.15973	3.5397	0.0298972	0.0318985	0.799116	25	3.40014	9.96465	0.556983	1.09224	3.89539	0.0377239	0.756896	25.6684	3.78578	7.62121	0.696994	4.0419	0.0301072	0.833097	25	3.95045
600	0.707071	0	2	25.4545	9.21717	1.27434	3.53929	0.0312707	0.0330959	0.798583	25	3.39265	10.4242	0.569421	1.19531	3.89474	0.0394044	0.756252	25.6833	3.78007	8.0101	0.769941	4.04137	0.0316018	0.832652	25	3.94525
601	0.707071	0	2	28	9.64141	1.39435	3.53887	0.0326385	0.0343822	0.798025	25	3.38524	10.8838	0.583715	1.30304	3.89407	0.0410793	0.755581	25.7005	3.77434	8.39899	0.846516	4.04081	0.0330922	0.832185	25	3.94003
602	0	0	2	28	7.16667	0.770417	3.53842	0.0246016	0.0341157	0.79761	25	3.43279	8.05556	0.586249	0.713812	3.89336	0.0306494	0.755083	25.7035	3.80475	6.27778	0.472926	4.04023	0.0248907	0.831836	25	3.9649
603	0	0	2	28	7.16667	0.770417	3.53809	0.0245976	0.0338824	0.797195	25	3.43222	8.05556	0.588735	0.713812	3.89284	0.0306452	0.754586	25.7065	3.80423	6.27778	0.472926	4.0398	0.024888	0.831487	25	3.96446
604	0	0	2	28	7.16667	0.770417	3.53776	0.0245937	0.0336784	0.796781	25	3.43168	8.05556	0.591172	0.713812	3.89232	0.030641	0.754089	25.7094	3.8037	6.27778	0.472926	4.03936	0.0248853	0.831139	25	3.96403
605	0	0	2	28	7.16667	0.770417	3.53742	0.0245901	0.0334998	0.796366	25	3.43117	8.05556	0.593561	0.713812	3.89179	0.0306367	0.753592	25.7123	3.80318	6.27778	0.472926	4.03892	0.0248825	0.83079	25	3.96359
606	0	0	2	28	7.16667	0.770417	3.53709	0.0245866	0.0333436	0.795951	25	3.43069	8.05556	0.595904	0.713812	3.89127	0.0306325	0.753094	25.7151	3.80266	6.27778	0.472926	4.03849	0.0248798	0.830441	25	3.96315
607	0	0	2	28	7.16667	0.770417	3.53676	0.0245832	0.0332069	0.795536	25	3.43022	8.05556	0.598202	0.713812	3.89075	0.0306283	0.752597	25.7178	3.80214	6.27778	0.472926	4.03805	0.0248771	0.830092	25	3.96272
608	0	0	2	28	7.16667	0.770417	3.53643	0.02458	0.0330873	0.795122	25	3.42977	8.05556	0.600454	0.713812	3.89023	0.0306241	0.7521	25.7205	3.80162	6.27778	0.472926	4.03762	0.0248743	0.829744	25	3.96228
609	0	0	2	28	7.16667	0.770417	3.5361	0.0245769	0.0329826	0.794707	25	3.42933	8.05556	0.602663	0.713812	3.8897	0.0306199	0.751603	25.7232	3.80109	6.27778	0.472926	4.03718	0.0248716	0.829395	25	3.96185
610	0	0	2	28	7.16667	0.770417	3.53577	0.0245738	0.0328911	0.794292	25	3.42891	8.05556	0.604828	0.713812	3.88918	0.0306157	0.751105	25.7258	3.80057	6.27778	0.472926	4.03674	0.0248689	0.829046	25	3.96141
611	0.3125	0	2	29.125	8.44792	1.07051	3.53543	0.0287587	0.0335316	0.793803	25	3.40423	9.50868	0.612422	0.994565	3.88866	0.0359815	0.750518	25.7349	3.78407	7.38715	0.65484	4.03631	0.029162	0.828636	25	3.94766
612	0.3125	0	2	30.25	8.63542	1.11856	3.53504	0.0293678	0.0341976	0.793304	25	3.40085	9.71181	0.620705	1.03751	3.88804	0.0367224	0.749919	25.7448	3.78121	7.55903	0.685667	4.03579	0.029821	0.828216	25	3.94509
